Name,Latitude,Longitude
Farmacia Berges Acedo,404.318.076,-38.356.955
Farmacia Elena Soriano 12 Horas,404.318.076,-38.356.955
Farmacia,404.318.076,-38.356.955
MI PSICÓLOGA Mónica Manrique CHAMBERÍ (Plaza de Olavide),404.318.076,-38.356.955
FARMACIA MARTEL,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
Códice Asesores,404.301.441,-38.176.307
Farma Express,357.142.164,-70.564.661
"DERMILID FARMA, SA",404.346.708,-37.754.281
Douglas Perfumería,404.346.708,-37.754.281
Farmacia Martínez Allué,404.346.708,-37.754.281
Farmacia López de Hoyos 121,404.346.708,-37.754.281
Bancofar,404.284.629,-38.346.079
Óptica Quevedo,404.284.629,-38.346.079
Doctor Guerrero Paniagua,404.284.629,-38.346.079
Cristina Peña Cb,404.284.629,-38.346.079
Bancofar,404.284.629,-38.346.079
FARMACIA MARTEL,404.301.441,-38.176.307
TCUIDA NUTRICIÓN,404.301.441,-38.176.307
Farmacia del Fresno,404.301.441,-38.176.307
Aspime Group,404.301.441,-38.176.307
"Farmacia Pinar del Rey, Elena Dabrio Polo",404.301.441,-38.176.307
Asegura Consultoría,404.301.441,-38.176.307
Herbolario Navarro,404.301.441,-38.176.307
Farmacia Miguel Ángel,404.301.441,-38.176.307
FARMACIA ESTRELLA,404.301.441,-38.176.307
Farmacia González Chamero,404.301.441,-38.176.307
Menéndez Asesores,404.301.441,-38.176.307
Fundación ESAME. (Pharmaceutical Business School),42.304.574,-5.146.873
UMED SHOP,404.349.758,-38.418.595
Farmacia La Gran Manzana,404.349.758,-38.418.595
Match Point Farma,357.146.136,-70.565.873
Farmacia Santiago de Compostela 60,404.818.105,-38.490.886
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Javier Tamayo Carmona,40.346.607,-39.633.858
La Botica de Villaverde,40.346.607,-39.633.858
Farmacia Gloria Riera García,40.346.607,-39.633.858
Carrefour Express,40.346.607,-39.633.858
Toppik España,357.142.164,-70.564.661
Farmacia Farmalife Los Ángeles,403.627.269,-38.327.358
NF Nieves Fernández,404.287.519,-38.326.146
Farmacia Robles,404.287.519,-38.326.146
IES Santa Engracia,404.287.519,-38.326.146
Mi Barrio Chamberí,404.287.519,-38.326.146
Parafarmacia Coronado,442.463.608,11.805.129
Centro Deportivo Municipal Escuelas de San Antón,40.424.005,-38.393.213
Farmacia Fortuna,403.598.317,-39.187.094
Hedilla Abogados,357.142.164,-70.564.661
OPTICALIA 21,404.371.735,-3.839.972
Farmacia,403.261.783,-40.019.077
FARMACIA MARTEL,404.301.441,-38.176.307
Saint Georges Cafe,40.346.607,-39.633.858
Hotel Trafalgar,40.346.607,-39.633.858
FARMACIA PUNTA GALEA,405.443.763,-40.382.537
Banco Sabadell Banca Privada,404.301.671,-38.334.233
SHARE NOW Carsharing Madrid,404.301.671,-38.334.233
CASTILLO MENDÍA,404.301.671,-38.334.233
Banco Sabadell - Servicio de Caja Automatizada,404.301.671,-38.334.233
"Farmazul Gestión, SA",404.301.671,-38.334.233
Sandoz Farmaceutica S.A.,404.301.671,-38.334.233
Farmacia Miguel Ruano,402.754.564,-39.424.495
Rubén Darío,404.331.743,-38.310.877
Luis Sáiz García,404.331.743,-38.310.877
Guinama,353.783.778,-159.176.924
Farmacia,40.407.142,-37.407.195
Farmacia Paseo de Extremadura 25 - Abierto 365 días al año,40.407.142,-37.407.195
Farmacia paseo de extremadura 124,40.407.142,-37.407.195
Farmacia Sánchez Parra,40.407.142,-37.407.195
Farmacia Fernández-Montes,40.407.142,-37.407.195
Farmacia A Casa. Tu farmacia en Casa. Farmacia On Line,40.407.142,-37.407.195
Mi Farmacia Online,40.407.142,-37.407.195
Farmacia García Gómez,40.407.142,-37.407.195
Farmacia Buendía,404.048.188,-37.647.563
Farmacia Berges Acedo,404.048.188,-37.647.563
O2 farmacia,404.048.188,-37.647.563
Farmacia,404.048.188,-37.647.563
Farmacia Vilobotica. Paseo de Extremadura 136,404.048.188,-37.647.563
Farmacia Gallego C B,404.048.188,-37.647.563
Farmacia Pabón Torres - Parafarmacia en Madrid Río,404.099.843,-37.454.386
Farmacia Barbero y Ortopedia,404.099.843,-37.454.386
Farmacia Zapatero Ferrándiz,404.099.843,-37.454.386
Farmacia Herrera,404.099.843,-37.454.386
Farmacia Morillo Castro,40.413.567,-37.505.033
Farmacia Velasco Pérez,40.413.567,-37.505.033
Farmacia Valentín Merinero Arias,40.413.567,-37.505.033
Farmacia Mario Pablo Gallego,404.057.646,-37.583.406
Farmacia Plaza de Sisenando,404.072.652,-37.593.488
Farmacia Maria Jesús Fernández Nieto,404.072.652,-37.593.488
Farmacia Batan Antonio de Vicente,404.072.652,-37.593.488
Farmacia María Ramírez Pérez del Yerro,404.050.783,-37.409.029
Farmacia Blanco Fernández,404.050.783,-37.409.029
Ana Castiñeyra,404.050.783,-37.409.029
Farmacia Doña Berenguela,404.050.783,-37.409.029
Farmacia Castillejo Oriol,404.050.783,-37.409.029
Farmacia Perea Varela,404.050.783,-37.409.029
Farmacia Ortopedia,404.050.803,-37.618.674
FARMACIA GORDILLO-TITOS,404.050.803,-37.618.674
FARMACIA MARTEL,404.301.441,-38.176.307
Gil Ceballos María Teresa,404.301.441,-38.176.307
Alfredo Simón TRASHORRAS ALVAREZ,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
farmacia san damaso12H.Lda Rocío Mt. de Velasco Menéndez,404.301.441,-38.176.307
FARMACIA MAYOR 13,404.301.441,-38.176.307
Farmacia Rivera Pérez,404.301.441,-38.176.307
Farmacia Díez Lobo,404.301.441,-38.176.307
"Farmacia Tucán 7 Farmacia 12 horas, Dermocosmética Natural en Madrid",404.301.441,-38.176.307
Farmacia Baleares 59 Madrid 28019,404.301.441,-38.176.307
Farmacia Rialto - Pharmacy - 药店,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
"Farmacia2Online, Farmacia Madrid",404.301.441,-38.176.307
Farmacia Sol,404.301.441,-38.176.307
Farmacia Arteaga,404.301.441,-38.176.307
Farmacia Enrique Gascón,404.301.441,-38.176.307
FARMACIA BRAVO MURILLO 36 (FARMACIA HIGIA),404.301.441,-38.176.307
Farmacia Palmaz Arenas,404.301.441,-38.176.307
FARMACIA TIMONER,404.301.441,-38.176.307
Farmacia del Agua,404.301.441,-38.176.307
Adefarma Asociación de Empresarios Farmaceuticos de Madrid,404.301.441,-38.176.307
Farmacia Argumosa 19 - Lavapies Madrid,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Paredes Carrasco Julia,404.301.441,-38.176.307
Farmacia Rafael Garcia Moreno - Carabanchel Madrid,404.301.441,-38.176.307
Antigua farmacia de la Reina Madre,404.301.441,-38.176.307
Farmacia Paseo del Prado,404.301.441,-38.176.307
Farmacia Ortopedia Chueca,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
FARMACIA CARMEN QUINTANA,404.301.441,-38.176.307
"Farmacia Collazo- Hortaleza 2 Pharmacy,Pharmacie,药学",404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Farmacia Puerto,404.301.441,-38.176.307
Farmacia Mercedes Sendino,404.301.441,-38.176.307
FarmaExperience,404.301.441,-38.176.307
Farmacia Ortopedia,404.301.441,-38.176.307
Farmacia Dr. Fco. López Belmonte Rubira,404.301.441,-38.176.307
Farmacia Cardona,404.301.441,-38.176.307
Farmacia Zapata García,404.301.441,-38.176.307
Farmacia Narvaez 3 28009 Madrid,404.301.441,-38.176.307
"Farmacia Basílica,16 Madrid",404.301.441,-38.176.307
Farmacias en Madrid | Farmacia Ginzo,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Trébol Guzmán el Bueno,404.301.441,-38.176.307
FARMACIA ARAVACA,404.301.441,-38.176.307
Farmacia Nuñez de Balboa,404.301.441,-38.176.307
FARMAFY.es,357.142.164,-13.610.581
FARMACIA PALOMA MERINO GRANIZO,404.589.879,-39.228.441
Farmacia,403.893.347,-37.966.775
Farmacia 24 Horas Cea Bermúdez 15 | Farmacia abierta 365 días | FARMACIA BELLVER,403.893.347,-37.966.775
García Monescillo Farmacia,403.893.347,-37.966.775
Farmacia Trebol Pozuelo,403.893.347,-37.966.775
Farmacia,403.893.347,-37.966.775
Farmacia Ana María De La Haza Casado,403.893.347,-37.966.775
Farmacia Rios Rosas 50,403.893.347,-37.966.775
FARMACIA MARTEL,404.301.441,-38.176.307
Plemum Farmacia / Abierto 12 horas,404.301.441,-38.176.307
Farmacia - Ortopedia Madrid,403.612.399,-3.899.798
Farmacia Guareña,403.612.399,-3.899.798
Farmacia M7,403.612.399,-3.899.798
Farmacia Usera 24H,403.612.399,-3.899.798
Farmacia en Casa Online S.L.,403.612.399,-3.899.798
Farmacia,403.612.399,-3.899.798
Farmacia Antracita CB.,403.612.399,-3.899.798
Farmacia Trébol Eloy 24 horas,403.612.399,-3.899.798
Farmacia Cervantes León,403.612.399,-3.899.798
Farmacia Astura 24 h,403.612.399,-3.899.798
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia,404.590.083,-3.821.886
Farmacia Baquero Madrid,404.590.083,-3.821.886
FARMACIA PASEO DE LOS CASTELLANOS 47,403.754.357,-38.846.825
Farmacia David Estevez,403.754.357,-38.846.825
Farmacia Juan XXIII,403.754.357,-38.846.825
Farmacia Julieta de la Morena,403.754.357,-38.846.825
Farmacia Ramón y Cajal 111. Abierto 12H,403.754.357,-38.846.825
Farmacia Ochoa,403.754.357,-38.846.825
⚕ Farmacia Marta Masi Cantos Farmacia 12 Horas,403.754.357,-38.846.825
Farmacia Noreña -Lda. Ana Montilla Hueso-,403.754.357,-38.846.825
Pharmadiaz. Farmacia y Neuronutrición,403.754.357,-38.846.825
Rus,403.754.357,-38.846.825
Font de Mora Farmacia,403.754.357,-38.846.825
Farmacia El Doncel,403.754.357,-38.846.825
FARMACIA LAS ÁGUILAS,403.754.357,-38.846.825
Farmacia Hernando Valdizan,403.754.357,-38.846.825
Museo de la Farmacia Hispana,403.754.357,-38.846.825
Farmacia Alberto Morán Millán,403.754.357,-38.846.825
FARMACIA MARTEL,404.301.441,-38.176.307
Cebreros,404.301.441,-38.176.307
Farmacia,4.035.235,-38.215.128
Farmacia Santolaya,4.035.235,-38.215.128
Farmacia Marco Pancorbo,4.035.235,-38.215.128
HERBOLARIO ZARZAMORA,4.035.235,-38.215.128
"FARMACIA Nebulosas,2",4.035.235,-38.215.128
Farmacia Chamartín,4.035.235,-38.215.128
Farmacia Lda M.Carmen Serradilla Gómez,4.035.235,-38.215.128
la farmacia del 71,4.035.235,-38.215.128
Farmacia,4.035.235,-38.215.128
Farmacia Lda. Pilar Hinojal,4.035.235,-38.215.128
Real Academia Nacional de Farmacia,4.035.235,-38.215.128
FARMACIA CAMILO JOSE CELA(MADRID),4.035.235,-38.215.128
Farmacia Castillo. Nutrición en Madrid,4.035.235,-38.215.128
Farmacia Calle Rodríguez,4.035.235,-38.215.128
Farmacia I+ MARAVILLAS,4.035.235,-38.215.128
FARMACIA GERMAN La Botica de Padilla,4.035.235,-38.215.128
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Goya 19,404.301.441,-38.176.307
Sociedad Española De Farmacia Comunitaria,404.301.441,-38.176.307
Farmacia Fuentelarreina,404.301.441,-38.176.307
Farmacia Muriel Romano,404.301.441,-38.176.307
FARMACIA ALERCE,403.668.192,-38.353.866
Farmacia-Herbolario Valdivielso,403.668.192,-38.353.866
Farmacia Colombia 24,403.668.192,-38.353.866
Farmacia Pinar de San José,403.668.192,-38.353.866
Farmacia Pinedo Saiz,403.668.192,-38.353.866
Farmacia Carlos Valero Molina,403.668.192,-38.353.866
Farmacia Mendez Alvaro 64,403.668.192,-38.353.866
Farmacia Angel Puente González,403.668.192,-38.353.866
FARMACIA ENTREVÍAS,403.668.192,-38.353.866
Farmacia Paloma de Eguia Diaz De Rada,403.668.192,-38.353.866
Farmacia Machupichu 17,403.668.192,-38.353.866
Farmacia Trébol Conde de Peñalver,403.668.192,-38.353.866
FARMACIA MARTEL,404.301.441,-38.176.307
FARMACIA ULISES 7,40.433.513,-38.174.417
La Farmacia de Arturo Soria,40.433.513,-38.174.417
Los Olivos,40.433.513,-38.174.417
Farmacia Arturo Soria Oui Pharmacie,40.433.513,-38.174.417
Farmacia Alfredo Rodríguez García,40.433.513,-38.174.417
Farmacia Trébol Avenida de Bruselas,40.433.513,-38.174.417
La Botica de Villaverde,403.332.139,-38.513.118
La Farmacia del Barrio,403.332.139,-38.513.118
Farmacia de la Calle Madrid,403.332.139,-38.513.118
Farmacia Dra Tejedor García,403.332.139,-38.513.118
Farmacia Pilar Muñoz - Farmacia en Las Rozas,40.490.506,-40.105.133
Farmacia Farmacasas,4.042.607,-38.203.227
Farmacia Yucatán 13,404.844.219,-40.061.551
Colegio Oficial de Farmaceuticos de Madrid,404.631.972,-3.830.157
FARMACIA MARTEL,404.301.441,-38.176.307
FARMACIA Suecia 81,40.432.123,-37.460.667
Hospital Gregorio Marañón Farmacia,40.432.123,-37.460.667
Farmacia Ortopedia Oca. Lda Isabel Coma,40.432.123,-37.460.667
Federación de Distribuidores Farmacéuticos,40.432.123,-37.460.667
Farmacia Santiago Fernández,404.839.159,-40.081.557
Farmacia militar,404.066.498,-38.251.033
Farmacia de la Fuente,404.066.498,-38.251.033
Farmacia SB 78,404.066.498,-38.251.033
Óptica Natural Optics Paseo de Extremadura en Madrid,404.066.498,-38.251.033
Casa de Campo,404.066.498,-38.251.033
Farmacia Marta Artime. Tu Farmacia en Las Rozas,404.927.875,-40.091.843
Farmacia hours,404.468.575,-37.263.432
Herbolario La ventana natural,404.099.362,-38.794.328
Farmacia Gil Alegre,405.084.204,-40.354.034
Farmacia Glez- Palacios Ortea,403.117.039,-38.622.659
Farmacia,403.117.039,-38.622.659
Farmacia Marta liberal Romero-Beatriz Hidalgo Erice,403.117.039,-38.622.659
Farmacia,405.345.919,-40.819.939
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Avenida,40.346.607,-39.633.858
Farmacia Village. Farmacia 12 horas en Las Rozas,405.177.517,-40.378.115
FARMACIA AVDA. DE CHILE,40.318.336,-3.877.954
Universidad Complutense de Madrid,40.318.336,-3.877.954
Farmacia Mínguez De La Cruz,404.706.209,-37.281.365
TASCA LA FARMACIA,404.706.209,-37.281.365
FarmaCoslada Farmacia Rosa María Omaña Arienza,404.266.307,-36.895.999
Farmacia Daniel Federico Martín Redondo CSF9,404.922.932,-401.183
Farmacia Ortopedia Martínez Del Peral Mayor,404.922.932,-401.183
Farmacia Trébol Islazul,403.645.562,-38.778.141
Farmacia El Burgo,404.895.381,-40.169.252
Farmacia Ldo. Antonio González González,404.780.061,-38.151.869
TASCA LA FARMACIA,404.780.061,-38.151.869
Farmacia Trébol Orcasitas,403.710.782,-38.558.686
Farmacia Trébol España 24 horas,40.545.966,-37.739.127
FARMACIA MARTEL,404.301.441,-38.176.307
Parque Madrid Río,40.346.607,-39.633.858
FARMACIA LA CIGÜEÑA,404.914.295,-40.153.391
Farmacia Ginebra,404.240.317,-37.425.104
Farmacia El Cantizal,405.185.404,-40.676.028
Farmacia,404.717.071,-37.235.298
Farmacia El Auditorio,404.946.272,-40.174.552
Farmacia Ballesteros de los Santos,404.032.005,-37.488.378
Farmacia M. Robledo Calvo,404.032.005,-37.488.378
Farmacia Miguel Ruano,402.754.564,-39.424.495
"Farmacia La Cubierta 365 Días | Ortopedia, Dermocosmética",402.754.564,-39.424.495
Farmacia El Boj. Farmacia en Las Rozas.Homeopatía,405.197.449,-40.357.556
Casa Hortensia Restaurante &amp; Sidrería,40.429.863,-38.117.406
Delgado Espinosa,40.429.863,-38.117.406
Farmacia Fuenlabrada Avenida de España 10,402.910.185,-39.419.881
Farmacia El Bulevar 24 h.,403.776.589,-37.608.375
Farmacia T4,403.776.589,-37.608.375
Farmacia Buzo,403.081.882,-38.762.852
FARMACIA MARTEL,404.301.441,-38.176.307
TeatroGoya Multiespacio Madrid,40.346.607,-39.633.858
Farmacia Avenida 64 Alcobendas - Lda. Mª Pilar Muñoz,405.430.438,-37.682.187
Farmacia Lázaro Sancho,404.913.536,-40.049.237
"Laboratorios Farmacéuticos Rovi, S.A.",403.958.344,-392.969
Óptica en la Latina Ulloa Optico,403.958.344,-392.969
Farmacia Montero,403.181.892,-4.014.843
Farmacia Fernández de Landa Lastra,4.047.295,-40.191.727
Farmatalent Selección de Personal,404.415.916,-38.382.068
FARMACIA LITERATOS,406.092.295,-38.526.144
Farmacia Mostoles 24 Horas,403.282.195,-39.935.607
Farmacia-Ortopedia El Zoco Majadahonda,403.282.195,-39.935.607
Novartis Farmaceutica S.A.,40.472.775,-38.481.498
Pharma Market,404.064.999,-38.325.513
Farmacia Las Matas,405.506.656,-40.342.705
Takeda,40.451.667,-38.317.427
Grupo Hefame Almacén Madrid,402.941.207,-38.380.606
Farmacia Nueva El Cantizal,405.178.241,-40.659.628
Calle Almazan,404.054.334,-38.870.026
FARMACIA MARTEL,404.301.441,-38.176.307
Mediformplus,405.341.797,-40.297.913
Farmacia Ortopedia Bresó,403.222.425,-39.988.826
FARMACIA PLAZA DE ESPAÑA,403.027.833,-35.877.109
Caperva - Equipos de procesos,404.570.185,-38.338.196
Farmacia El Pinar - Lda. Alicia Gallego Buzón,405.246.378,-40.249.567
COFARES VICÁLVARO,403.923.691,-37.276.253
Farmacia Boulevard,402.818.784,-40.591.196
Farmacia Raquel García Sánchez,404.470.476,-41.434.508
Bidafarma,403.574.545,-38.840.432
Farmacia Valdetorres de Jarama,406.968.488,-36.536.628
Farmacia Ferreres,404.643.076,-36.072.194
Novartis Farmaceutica S.A.,404.756.626,-38.126.337
Farmacia Dominica Morán González,402.933.056,-39.645.277
La Luna Farmacia,403.767.586,-36.805.427
"Laboratorios Farmacéuticos ROVI, S.A.",403.767.586,-36.805.427
Farmacia Embarcaciones. Lda Cristina Y Natalia Ramos Gutiérrez,405.979.928,-38.439.827
Hospital Universitario Fundación Jiménez Díaz,404.389.213,-38.591.548
FARMACIA MARTEL,404.301.441,-38.176.307
Hospital Universitario 12 de Octubre,40.346.607,-39.633.858
Cofares,405.124.005,-38.191.437
Farmasierra Manufacturing S.L.,403.357.151,-39.525.234
Druni Perfumerías ®,403.357.151,-39.525.234
Farmacia Delgado Rivas,403.420.997,-36.632.001
Zona Ortopedia,404.867.801,-38.059.646
Ministerio de Sanidad,404.137.395,-38.341.128
Aristo Pharma Iberia,404.550.252,-3.605.645
Agencia Española de Medicamentos y Productos Sanitarios (AEMPS),404.550.252,-3.605.645
Grupo Farmasierra,406.099.107,-37.189.058
"La Ventana Natural - Herbolario, Parafarmacia",404.581.032,-35.929.139
Catawiki,357.142.164,-70.564.661
GlaxoSmithKline Consumer Healthcare,40.596.111,-38.503.726
Cocinaconbinacaypolident,404.438.938,-3.862.879
Realo España,404.438.938,-3.862.879
Farmacia,404.105.441,-3.712.534
Farmacia de Lavapiés,404.105.441,-3.712.534
Farmacia Ramiro Maldonado,404.105.441,-3.712.534
Farmacia Argumosa 19 - Lavapies Madrid,404.105.441,-3.712.534
Farmacia De la Serna,404.105.441,-3.712.534
Farmacia del Globo Carretas - Lda. Lucía Sanchez Nestares,404.105.441,-3.712.534
Farmacia del Globo Atocha,404.105.441,-3.712.534
Farmacia Príncipe,404.105.441,-3.712.534
Farmacia La Victoria,404.105.441,-3.712.534
Farmacia,404.105.441,-3.712.534
Farmacia ATOCHA 12H,404.105.441,-3.712.534
Farmacia Embajadores Madrid | 365 días abierta - 12h,404.105.441,-3.712.534
Lourdes Nestares López,404.105.441,-3.712.534
Farmacia,404.298.306,-37.308.637
Farmacia,404.077.937,-37.214.796
Farmacia Pérez Monte Sánchez,40.410.645,-37.094.323
Farmacia De La Fé,40.410.645,-37.094.323
Rey Varona Ortiz Alvarez C B,40.410.645,-37.094.323
FARMACIA MAYOR 13,40.410.645,-37.094.323
Carmen Gastañaga Martínez,404.039.825,-37.075.293
Farmacia Ortega Luna,404.039.825,-37.075.293
Rodríguez Martínez José Agustín,404.039.825,-37.075.293
Nestares López José María,404.151.272,-37.120.954
Sáiz Morán Antonio Jesús,40.408.863,-37.086.628
Caballero Salgado María Blanca,40.408.863,-37.086.628
Farmacia v28,404.065.758,-3.708.659
Hernández Fernández Cabrera José,404.065.758,-3.708.659
Farmacia Paseo del Prado,404.065.758,-3.708.659
De la Paloma,404.065.758,-3.708.659
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Delicias 5,404.301.441,-38.176.307
Antigua farmacia de la Reina Madre,404.301.441,-38.176.307
FARMAFY.es,357.142.164,-13.610.581
Farmacia,404.298.306,-38.534.299
farmacia online,404.298.306,-38.534.299
Farmacia Trébol Guzmán el Bueno,404.298.306,-38.534.299
Sevilleja Méndez Mónica,404.298.306,-38.534.299
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Farmacia paseo de extremadura 124,404.301.441,-38.176.307
Farmacia Av. de San Luis 52,357.142.164,-70.564.661
Farmacia Silvano,404.379.543,-38.196.123
Farmacia militar,404.379.543,-38.196.123
García Monescillo Farmacia,404.379.543,-38.196.123
Farmacia Alcalá 321,404.379.543,-38.196.123
Segovia 8 C B,403.811.836,-38.023.482
Real Academia Nacional de Farmacia,403.811.836,-38.023.482
Farmacia Ortopedia Paz García Monescillo,403.811.836,-38.023.482
FARMACIA MARTEL,404.301.441,-38.176.307
Centro de Formación Técnica SL,404.301.441,-38.176.307
